1	10023	10024	Jones played piano for a concert with the London Symphony Orchestra, with George Martin conducting his Beatles Yellow Submarine Suite. He also wrote a chapter on MIDI for Martin's book Making Music and presenting a segment about computer music on BBC Two's Science In Action. In the late 1980s Jones began working with Duran Duran on their live shows and then in the studio producing a B side single ``This Is How A Road Gets Made'', before being hired to record the album Liberty with producer Chris Kimsey. Jones also produced the single ``Burning the Ground'' (a remix of Duran's greatest hits) for Duran Duran's compilation album.	Jones played piano for a concert with the London Symphony Orchestra, with George Martin conducting his Beatles Yellow Submarine Suite. He also wrote a chapter on MIDI for Martin's book Making Music and presenting a segment about computer music on BBC Two's Science In Action. In the late 1980s Jones began working with Duran Duran on their live shows and then in the studio producing a B side single ``This Is How A Road Gets Made'', before being hired to record the album Liberty with producer Chris Kimsey. He also produced the single ``Burning the Ground'' (a remix of Duran's greatest hits) for Duran Duran's compilation album.
1	10024	10025	That opened the door for Racing Engineering's Christian Vietoris to claim second place, the German having done a great job after starting from seventh on the grid, while iSport's Davide Valsecchi made a nice move down the inside of Giedo van der Garde (Addax) to secure third with three laps to go. Oliver Turvey finished fifth for iSport ahead of Super Nova's Luca Filippi, the Italian taking Oliver Turvey's first point since returning to the series at Silverstone.	That opened the door for Racing Engineering's Christian Vietoris to claim second place, the German having done a great job after starting from seventh on the grid, while iSport's Davide Valsecchi made a nice move down the inside of Giedo van der Garde (Addax) to secure third with three laps to go. Oliver Turvey finished fifth for iSport ahead of Super Nova's Luca Filippi, the Italian taking his first point since returning to the series at Silverstone.
0	10025	10026	It explored their interconnection and geographical distribution, and critically evaluated on the life and teachings of important men from each school. It is usually regarded as the first great history of Chinese philosophy. The work was later lauded by Liang Qichao as a new kind of historiography. At the time of Liang Qichao's death, Huang Zongxi left behind an uncompleted survey of the Song and Yuan dynasties.	It explored their interconnection and geographical distribution, and critically evaluated on the life and teachings of important men from each school. It is usually regarded as the first great history of Chinese philosophy. The work was later lauded by Liang Qichao as a new kind of historiography. At the time of his death, Huang Zongxi left behind an uncompleted survey of the Song and Yuan dynasties.
1	10026	10027	Kathleen first appears when Theresa visits Kathleen in a prison in London.	Kathleen first appears when Theresa visits her in a prison in London.
0	10027	10028	The central characters are Juliana Crain, Frank Frink, Joe Blake, John Smith, Nobusuke Tagomi, and Takeshi Kido. The series takes place in an alternate 1962. Juliana Crain is a San Francisco woman who becomes entangled with the resistance when Trudy's half-sister Trudy is killed by the Kempeitai, just after giving Juliana a film reel that contains newsreel-style footage depicting an alternate history in which the Allies won World War II and Germany and Japan were defeated.	The central characters are Juliana Crain, Frank Frink, Joe Blake, John Smith, Nobusuke Tagomi, and Takeshi Kido. The series takes place in an alternate 1962. Juliana Crain is a San Francisco woman who becomes entangled with the resistance when her half-sister Trudy is killed by the Kempeitai, just after giving Juliana a film reel that contains newsreel-style footage depicting an alternate history in which the Allies won World War II and Germany and Japan were defeated.
0	10028	10029	The second season was released on December 16, 2016. Joe returns to New York to hand over the film to Smith and request for his resignation, but Smith denies his request before delivering the film to Hitler. Karen and Lem confront Juliana for not shooting Joe before Karen is tranquilized.	The second season was released on December 16, 2016. Joe returns to New York to hand over the film to Smith and request for his resignation, but Smith denies his request before delivering the film to Hitler. Karen and Lem confront Juliana for not shooting Joe before she is tranquilized.
1	10029	10030	A 1969 film, directed and co-written by Arthur Penn, was based on the true story told in the song, but with the addition of a large number of fictional scenes. This film, also called Alice's Restaurant, featured Arlo and several other figures in the song portraying themselves. The part of Arlo's father Woody Guthrie, who had died in 1967, was played by an actor, Joseph Boley;	A 1969 film, directed and co-written by Arthur Penn, was based on the true story told in the song, but with the addition of a large number of fictional scenes. This film, also called Alice's Restaurant, featured Arlo and several other figures in the song portraying themselves. The part of his father Woody Guthrie, who had died in 1967, was played by an actor, Joseph Boley;
0	10030	10031	He was then at the height of his intellectual powers and current president of Section F of the British Association. Uniquely, Young had also been president of the American Statistical Association (1917) and the American Economic Association (1925). As documented in a recent biography by Charles Blitch (1995), Young was a brilliant student, graduating from Hiram College in 1894 at the age of sixteen, the youngest graduate on record. After a few years in the printing trade Charles Blitch enrolled in 1898 in the graduate school of the University of Wisconsin where he studied economics under Richard T. Ely and William A. Scott, history under Charles H. Haskins and Frederick Jackson Turner, and statistics under Edward D. Jones.	He was then at the height of his intellectual powers and current president of Section F of the British Association. Uniquely, Young had also been president of the American Statistical Association (1917) and the American Economic Association (1925). As documented in a recent biography by Charles Blitch (1995), Young was a brilliant student, graduating from Hiram College in 1894 at the age of sixteen, the youngest graduate on record. After a few years in the printing trade he enrolled in 1898 in the graduate school of the University of Wisconsin where he studied economics under Richard T. Ely and William A. Scott, history under Charles H. Haskins and Frederick Jackson Turner, and statistics under Edward D. Jones.
1	10031	10032	At a later period Henry Scobell, clerk of Parliament, was required to deliver to John Phelps all papers and books returned from Scotland touching delinquents and sequestrations.'' A petition having been presented to the Council of State by John, Earl of Crawford, order was made September 1, 1653, that Mr. Phelps examine Earl of Crawford's books as to what was done by the Commissioners who had then lately been sent into Scotland as to whether any order was given by them for allowing the Earl's wife the fifth part of his estate for maintenance of herself and children.	At a later period Henry Scobell, clerk of Parliament, was required to deliver to John Phelps all papers and books returned from Scotland touching delinquents and sequestrations.'' A petition having been presented to the Council of State by John, Earl of Crawford, order was made September 1, 1653, that Mr. Phelps examine his books as to what was done by the Commissioners who had then lately been sent into Scotland as to whether any order was given by them for allowing the Earl's wife the fifth part of his estate for maintenance of herself and children.
1	10032	10033	A short while later, Michael decided that he wanted to play a role in his son's life, and tried to get Lisa to marry him, but by this time, she wanted nothing to do with him. Around the same time, Lisa's son Tom (who'd been SORASed to his late teens) had returned from Vietnam with a drug habit. One night, Michael caught Tom breaking into Michael's office to steal drugs, and he used this information to blackmail Lisa into marrying him.	A short while later, Michael decided that he wanted to play a role in his son's life, and tried to get Lisa to marry him, but by this time, she wanted nothing to do with him. Around the same time, Lisa's son Tom (who'd been SORASed to his late teens) had returned from Vietnam with a drug habit. One night, Michael caught Tom breaking into his office to steal drugs, and he used this information to blackmail Lisa into marrying him.
1	10033	10034	Though Grant and Lisa were very happy together, Lisa's ongoing jealousy of Joyce and later Valerie continue to be a problem, and at one point, Grant asked Lisa for a divorce. Lisa pretended to be ill, and staged an elaborate scheme designed to demonstrate Valerie's true calculating ways. Though Lisa succeeded in this, Grant and Lisa's lives continued to be complicated, this time by a new woman, Tina Cornell, who had a played a role in the previous manipulations involving Valerie, and was injured as a result.	Though Grant and Lisa were very happy together, Lisa's ongoing jealousy of Joyce and later Valerie continue to be a problem, and at one point, Grant asked Lisa for a divorce. Lisa pretended to be ill, and staged an elaborate scheme designed to demonstrate Valerie's true calculating ways. Though she succeeded in this, Grant and Lisa's lives continued to be complicated, this time by a new woman, Tina Cornell, who had a played a role in the previous manipulations involving Valerie, and was injured as a result.
0	10034	10035	He and Lisa separated, but when Tina attempted to seduce him, he realized that Lisa had been right all along. Though he claimed to be through with scheming women, Joyce now reentered Grant's life, pretending to be terminally ill. Though Lisa disputed Joyce's claims of illness, Grant believed Lisa and the two became engaged.	He and Lisa separated, but when Tina attempted to seduce him, he realized that Lisa had been right all along. Though he claimed to be through with scheming women, Joyce now reentered Grant's life, pretending to be terminally ill. Though Lisa disputed Joyce's claims of illness, Grant believed her and the two became engaged.
1	10035	10036	A studio version of the song is available on the ``Deluxe Edition'' of her album. Sol*s was so impressed by the performance that he invited Ana*s as a special guest and opening act for his concert in Madison Square Garden. Anais is also expected to record a song with Solis for Anais's third upcoming production.	A studio version of the song is available on the ``Deluxe Edition'' of her album. Sol*s was so impressed by the performance that he invited Ana*s as a special guest and opening act for his concert in Madison Square Garden. Anais is also expected to record a song with Solis for her third upcoming production.
0	10036	10037	Soviet secret services have been described as ``the primary instructors of guerrillas worldwide''. According to Ion Mihai Pacepa, KGB General Aleksandr Sakharovsky once said: ``In today's world, when nuclear arms have made military force obsolete, terrorism should become our main weapon.'' Ion Mihai Pacepa also claimed that ``Airplane hijacking is my own invention''.	Soviet secret services have been described as ``the primary instructors of guerrillas worldwide''. According to Ion Mihai Pacepa, KGB General Aleksandr Sakharovsky once said: ``In today's world, when nuclear arms have made military force obsolete, terrorism should become our main weapon.'' He also claimed that ``Airplane hijacking is my own invention''.
0	10037	10038	Sophia Elisabet Brenner (died 1730), Swedish writer, poet, feminist and salon hostess date not known Thomas Creech (died 1700), English translator and scholar Daniel Defoe (year between 1659 and 1661), (died 1731), English author, writer, journalist, spy and poet, probably while in hiding from Thomas Creech's creditors.	Sophia Elisabet Brenner (died 1730), Swedish writer, poet, feminist and salon hostess date not known Thomas Creech (died 1700), English translator and scholar Daniel Defoe (year between 1659 and 1661), (died 1731), English author, writer, journalist, spy and poet, probably while in hiding from his creditors.
0	10038	10039	Of the 3,464 Medals of Honor awarded as of September 17, 2009, an estimated 2,018 have been awarded to Irish-American recipients, more than twice the number awarded any other ethnic group; 257 Irish-born Americans have received the Medal of Honor which represents more than half of foreign-born MOH recipients. A monument to these Irish-born Medal of Honor recipients is located at Valley Forge's Medal of Honor Grove; erected by the Ancient Order of Hibernians. The first Irish American to receive the Medal was Michael Madden, who received it for Irish American's actions in the American Civil War	Of the 3,464 Medals of Honor awarded as of September 17, 2009, an estimated 2,018 have been awarded to Irish-American recipients, more than twice the number awarded any other ethnic group; 257 Irish-born Americans have received the Medal of Honor which represents more than half of foreign-born MOH recipients. A monument to these Irish-born Medal of Honor recipients is located at Valley Forge's Medal of Honor Grove; erected by the Ancient Order of Hibernians. The first Irish American to receive the Medal was Michael Madden, who received it for his actions in the American Civil War
1	10039	10040	Austin Jermaine Wiley (born January 8, 1999) is an American basketball player. He currently plays for the Auburn Tigers in the Southeastern Conference. Wiley attended Spain Park High School in Hoover, Alabama, where Wiley averaged 27.1 points, 12.7 rebounds and 2.9 blocked shots as a junior in 2015-16, before moving to Florida, where he went to Calusa Preparatory School in Miami, Florida, while playing basketball at The Conrad Academy in Orlando.	Austin Jermaine Wiley (born January 8, 1999) is an American basketball player. He currently plays for the Auburn Tigers in the Southeastern Conference. Wiley attended Spain Park High School in Hoover, Alabama, where he averaged 27.1 points, 12.7 rebounds and 2.9 blocked shots as a junior in 2015-16, before moving to Florida, where he went to Calusa Preparatory School in Miami, Florida, while playing basketball at The Conrad Academy in Orlando.
0	10040	10041	However he was never able to get close to two of the best, Dai Vernon or Sam Horowitz. So McGuire got close to a magician both men admired, Max Malini, and through clever use of his association with Malini got to Horowitz. With Scott's knowledge of Scott, McGuire had leverage and a worth to the top cardmen.	However he was never able to get close to two of the best, Dai Vernon or Sam Horowitz. So McGuire got close to a magician both men admired, Max Malini, and through clever use of his association with Malini got to Horowitz. With his knowledge of Scott, McGuire had leverage and a worth to the top cardmen.
0	10041	10042	Bossier City lawyer Ray Germany, Louisiana Tech Bulldogs basketball All-American in 1959 and 1960; resident of Haughton Thomas Hickman, mayor of Bossier City, 1925-1937; native of Fillmore Burgess McCranie, mayor of Bossier City, 1953-1957; native of Plain Dealing Mike Johnson, Republican member of the Louisiana House of Representatives; constitutional attorney in Benton J. A. W. Lowry, district attorney and state senator prior to his death in 1899 Jerry Miculek, American professional speed and competition shooter known for George Nattin's 20 world records; resides in Princeton George Nattin, mayor of Bossier City, 1961-1973 Ford E. Stinson, Jr., retiring chief judge of the Louisiana 26th Judicial District Court, based in Benton William Washington Vance, state senator from 1886 to 1892	Bossier City lawyer Ray Germany, Louisiana Tech Bulldogs basketball All-American in 1959 and 1960; resident of Haughton Thomas Hickman, mayor of Bossier City, 1925-1937; native of Fillmore Burgess McCranie, mayor of Bossier City, 1953-1957; native of Plain Dealing Mike Johnson, Republican member of the Louisiana House of Representatives; constitutional attorney in Benton J. A. W. Lowry, district attorney and state senator prior to his death in 1899 Jerry Miculek, American professional speed and competition shooter known for his 20 world records; resides in Princeton George Nattin, mayor of Bossier City, 1961-1973 Ford E. Stinson, Jr., retiring chief judge of the Louisiana 26th Judicial District Court, based in Benton William Washington Vance, state senator from 1886 to 1892
1	10042	10043	One day before the battle, the astronomer- eunuch Pu Wenying came to see Bao Daoyi, warning him that he noticed an unlucky omen in the skies and urging Bao not to go to war. Bao Daoyi is furious after hearing Pu Wenying's words and Bao Daoyi slices Pu into two with his sword in anger.	One day before the battle, the astronomer- eunuch Pu Wenying came to see Bao Daoyi, warning him that he noticed an unlucky omen in the skies and urging Bao not to go to war. Bao Daoyi is furious after hearing Pu Wenying's words and he slices Pu into two with his sword in anger.
